"","GSM1237722","GSM1237723","GSM1237724","GSM1237725","GSM1237726","GSM1237727","GSM1237728","GSM1237729","GSM1237730","GSM1237731","GSM1237732","GSM1237733"
"Lig1",3.32139283866748,3.33349901415227,3.28651276257569,2.20207307005495,2.16762471998601,2.22898996565837,3.3887185771784,3.36618888410987,3.20639852433691,3.29430852281612,3.27362434164658,3.26810530826862
"Lipa",3.40654255694325,3.34072405375148,3.4024810631352,2.14089243734398,1.88862043492153,2.00458573293136,3.65921151769508,3.64754984671409,3.43261865908966,3.52593423806882,3.49285975965591,3.45278236981273
"Lpl",4.98865504886224,5.07845579729792,5.01874646399177,1.54927915122347,1.60859758808668,1.83783669969145,5.24676642688252,5.22889709734438,5.0875903905627,5.17532806140727,5.13761023257305,5.1895934845042
"Ltb4r1",1.07787981340737,1.15508308119451,1.09400511925668,2.46846734681349,2.3678926559479,2.43859513141259,1.34801297241762,1.21969994633374,1.13627298828952,1.22841005145454,1.08718808657193,1.18954982414492
"Tmem37",2.46074506412496,2.65049043917289,2.49845075922048,3.69578990415437,3.80883813216896,3.7499717305441,2.7679119025124,2.63341568340124,2.62671510026574,2.49173887078145,2.47361697061904,2.72002011696079
"Pilrb1",2.33574885171601,2.3541516535913,2.28831823333493,3.44299083474335,3.46078275766526,3.45412181297814,2.26196679193134,2.11262822655778,2.134835631363,1.70032576323152,1.83030927091347,1.69979453098262
"Ly9",3.17656609542755,3.13749762194259,3.08525956685867,2.1786372492157,2.0656140892287,1.81350298300166,3.18788600076116,3.21873794280754,3.15670652406706,3.13542835778166,3.07110981494773,3.05648771679534
"Havcr2",1.8299376221999,2.02644875288238,2.01751595066924,3.34204628130999,3.46607510001191,3.49333611126638,2.09657133701489,2.01276675102758,1.9911875925175,1.90132712897608,1.97517064014741,1.8453138643053
"Mcm3",3.21775150572895,3.32054441878321,3.26687246829514,1.88511116470885,1.7649579635917,1.60357814773824,3.42829561287993,3.38645293250478,3.20206415648541,3.24088792369408,3.17479691160815,3.23997920500289
"Mcm2",3.53718521976145,3.58213477132954,3.54189520484334,1.65934980849172,1.83931458558494,1.64266707944995,3.5944879229532,3.55822562422134,3.44730688595653,3.5047754000268,3.45799856178601,3.38760538973892
"Mcm4",2.89915547658169,2.84563176514121,2.97656040082881,1.34366579326039,1.35695442459378,1.17654837768001,3.01360159310253,3.11996288825544,2.82072302996474,2.96740189939018,2.9672144436731,2.92491741223391
"Mcm5",3.60124260244606,3.58313434150116,3.57593198748634,1.43956181922195,1.47439363298203,1.52196849291038,3.68936579379561,3.6069746174452,3.5629134035141,3.50325100789653,3.51805621083525,3.50307378393539
"Mcm6",3.10624833553973,3.09114837780876,3.18426927899801,0.974175786557233,0.702307875089479,0.689469127929465,3.26312572739273,3.31524428187142,3.07358517819483,3.1176228694249,3.17401483011383,3.15170898135143
"Mcm7",3.75285357751173,3.77369310169568,3.72545431851862,1.9322415016954,1.63850882278863,1.64036755851881,3.8562509953211,3.77858851743905,3.72307754871646,3.71315005246511,3.7251398328252,3.70048265261744
"Melk",2.76710534493078,2.85127500877708,2.72663753601489,1.02617805883015,1.13886673408691,1.11348122180534,3.05486350717009,2.9169265118081,2.87237464476867,2.79865544900975,2.90498103209646,2.75653377147036
"Kitl",2.56253169775167,2.70016119269856,2.6638272076262,1.53864895637218,1.49917451211987,1.65612334487524,2.85242103969895,2.72852018290586,2.59544153689677,2.78853294991074,2.79538308375007,2.57505469363459
"Clec10a",2.36886460284295,2.39536066135301,2.3141384385131,1.46256411830329,1.39202466764016,1.40007948428009,2.42195565955877,2.44502670502038,2.30714802730934,2.48788735026887,2.33936467233178,2.47064688501994
"Mki67",4.26552265098861,4.28451488984559,4.21799447951774,2.87616196159745,2.83546234425799,2.90782090227702,4.44595801859764,4.42216978335118,4.30605186536686,4.27317938995172,4.30358963076946,4.30200225960311
"Mmp12",3.94113022323399,3.86666738589473,3.93818106104227,2.69069483567524,2.86272712380217,2.79098143364439,4.18462016700793,4.16756034972901,3.98485271984251,4.17864989417719,4.15786889970116,4.0646742919541
"Mmp9",1.17804300873785,1.26963298064807,1.07126955402638,2.42706502406547,2.36317283848269,2.39572696482182,0.912712145266747,1.05506249010968,1.08978093081377,1.08905719925507,1.18067911939981,1.03652104698883
"Msh6",2.46127386697909,2.43343176308725,2.40350917840879,1.13549015714173,0.9383287472999,0.970077639357639,2.74712060105263,2.614833769051,2.21526117735564,2.42092702755471,2.4880173554523,2.43253618989405
"Mthfd2",3.71314354599363,3.66924274203265,3.74876690388889,2.10825014901409,1.83902718843159,1.91252320538732,3.94976316688661,3.94330763018346,3.89222584080523,3.79682081711692,3.74255894701004,3.64135903103525
"Mx1",1.96407914301911,2.19361598854958,2.06786899393823,0.870103867043559,1.02630882323389,0.967488026718343,2.13057386430941,2.06716998697096,1.81508768276556,1.97930517599078,2.0791968375204,2.20762446657317
"Mxi1",1.65616683123914,1.62354666642428,1.5276128001309,2.97690105495513,3.13293827492649,3.05672400123715,1.85297750269707,1.66821935298113,1.55876164218678,1.53639208644579,1.49359738730808,1.75697762628479
"Myo1b",1.70120209929987,1.60846118107841,1.69738392909962,2.86217256345218,2.98140147975338,3.02175825846802,1.66627723689988,1.65357959418178,1.44750605620826,1.459123950628,1.49582411137106,1.42457204313601
"Nek2",2.68500598396126,2.67053228200038,2.78531121099877,1.36494073535613,1.35458155254732,1.35973047229286,2.80872276159715,2.86175411301887,2.64682242414899,2.71852083700121,2.65684251346388,2.78601815286851
"Nfe2",0.74547543857471,0.850395883087488,0.804362524606758,2.30894788394405,2.01740483882228,1.81101029168754,0.981672728954367,0.884335097648419,0.702208960757027,0.766975274756004,0.831288122848778,0.605906499121696
"Notch1",2.21013805886544,2.68023260350257,2.23106332540355,3.70779301597558,3.69127390349034,3.63434292513821,2.64489486183177,2.42856465472204,2.31729161204543,2.15940208621737,2.24761285788279,2.31846935891502
"Uhrf1",3.28089650277284,3.23019929735156,3.21470239941041,0.826548112972899,0.94172377563935,0.839728889903078,3.51140622871987,3.40306410898077,3.25129528591957,3.32136146186714,3.29739233540296,3.18585489349521
"Pde3b",2.0336828225555,1.88529629547554,2.00079203800474,3.88312223049782,4.02716168608688,4.04467497590335,2.10065835666951,2.16575043034165,2.29133036739338,2.03143931344479,2.06822893623249,2.00066613866158
"Pde4b",1.57806799595255,1.93576399020512,2.02083966683816,3.10650516906078,3.15276766214232,3.15365441772162,1.64283878204094,1.56626893857233,1.35419863724616,1.25651681430547,1.17619048368225,1.21847449880697
"Pde8a",1.65616683123914,1.62110642877501,1.65078158204898,2.48929984629408,2.72983494305408,2.58532027353652,1.81244259519494,1.63206889470592,1.4644585057268,1.48575309185011,1.55158223059018,1.62297587690401
"Abcb1a",0.963854084287849,1.16547692674247,1.03593886676138,3.34786400513717,3.51557643992425,3.5470081600092,1.12368549860414,1.28032975101336,0.879753419902601,0.976202640500155,0.767806024320809,1.0112109490811
"Pkib",2.67814684031126,2.51277643102387,2.6793175088613,1.32945198812824,1.51830249354367,1.58770840568498,2.8263373077357,2.74827237073994,2.58022983161986,2.80784148269832,2.73669171681436,2.59565986835595
"Serpinb2",0.771917328302767,0.862389266479171,0.874888243624591,3.59722707823389,3.6557194147841,3.60665081686282,0.624845586508142,0.620364303297076,0.670436333143756,0.677255571837388,0.54777257938122,0.575231494429002
"Plaur",3.10952155532112,3.08781089743542,3.07201412220747,4.10492238412398,4.28349232075178,4.28228274225663,3.18733570674905,3.15219792112074,2.90867556555598,2.88734240104849,2.87387686724974,3.02323952614585
"Plk1",3.20327629206798,3.21080602967627,3.22195276891793,1.91097523257572,1.52220009593303,1.42328937702073,3.38830827561096,3.33059655574922,3.18182112288517,3.19368576371516,3.19592459196747,3.19525556565992
"Pola1",2.83620483346761,2.89429889330365,2.87470674671363,1.05734518755644,1.09455476753682,1.04887296857494,2.88111755929066,2.94831340999171,2.84636358741893,2.89351750158064,2.84919423345292,2.88417151672557
"Pold1",3.16732737815286,3.28762392330921,3.08638754233028,1.99296876591422,1.86996110770129,1.90768359485819,3.19006798430093,3.375861314241,3.23616685331341,3.12743024025464,3.04817851008343,3.20159465289261
"Pold2",2.84740159246139,2.89327035332368,2.85779054787015,1.5749452709133,1.55336016923724,1.36404782775182,2.94326652161165,2.97516295986441,2.847933984028,2.76699258776166,2.73022827682507,2.6346958306723
"Pole",2.81619735665117,2.73508566595372,2.66002991538476,0.935028991138305,1.27498603755832,1.23392398706026,2.79897012317797,2.8595445481184,2.66520706243601,2.73888010873796,2.64687034991059,2.71930350037896
"Pparg",2.1640554195549,2.22865686777927,2.08746547234022,0.874756189145615,0.867739522178112,0.927468115120902,2.26001874502931,2.16594724091232,2.2230029834477,2.28460214436089,2.21479051795212,2.13309093095587
"Prim1",3.16334520024074,3.1993837056412,3.06825959375628,1.23791453216005,1.23528352560255,1.28449632288376,3.24783707564045,3.2075789842308,3.12328102738363,3.13323267902943,3.13895873021256,3.06645775771366
"Procr",2.0557037499708,2.00493390448583,1.96831263016149,3.25599592150901,3.27365071038012,3.35109475689956,2.26145853274219,1.99303323150062,2.00210048346034,2.0824723170219,1.95604755818198,1.92802869628613
"Cyth1",1.38013686123082,1.64311501188479,1.60605861984687,3.09140329875037,3.4080170697906,3.39676656888257,1.85223452144442,1.50535222373387,1.53773477238108,1.37859240689765,1.53302788654367,1.5992401115172
"Ptger4",2.64511810228472,2.89194609944757,2.61943749046018,1.23745176615278,0.948857527487796,0.934010516555082,2.87388409399177,2.66950567476176,2.54484437940659,2.4499378432529,2.50171978554502,2.727055718882
"Ptgs1",1.69448018362694,1.8614881044198,1.90847090119594,3.25194691452799,3.21887761466526,3.18377476453665,2.0358279139651,1.89889447492158,1.71446145258481,1.83766882068433,1.87474254538872,1.83111240780325
"Ptgs2",0.768834690309984,0.734141223411581,0.725752893264753,1.9093362507278,1.80986532667424,1.87123467277464,0.795781683921368,0.801070082185502,1.03520355546893,0.665308092829575,0.726745545188584,0.742120142808574
"Ptprf",0.648492789098836,0.667289227957758,0.704760490568362,2.84495917475565,2.7948469524375,2.7962095160761,0.626440184546816,0.58600128230375,0.620705026048211,0.618562113292729,0.764878969737827,0.87063166027951
"Rab20",2.29943235345658,2.27008831998534,2.16983526202141,3.03350228370937,3.04844375294639,3.09687522038991,2.21641413282774,2.09279072692829,1.94218520859403,2.00487560300471,2.06145661648773,2.04060860492592
"Kif20a",2.65492535183106,2.65885888025489,2.82905953661955,1.67473989489751,1.50239925564655,1.34814351103727,3.0424577383587,2.92054787114223,2.72937419548463,2.86584638772887,2.86319775841895,2.67187433227843
"Rad51",2.92768928552687,3.03243391395287,2.96048025513138,1.00599261284434,0.943188808973686,0.924897739142244,3.11240764966367,3.05982270078866,2.94268899402819,2.98968997820219,2.91112005383244,2.9316472235437
"Rad51ap1",2.62005020512186,2.67288426739226,2.78009559885427,0.91456143104191,0.73377671617245,0.735021738567413,2.90779314301554,2.73379034554456,2.64319424437823,2.72728892166939,2.67789773657604,2.47023962015276
"Rad54l",2.79671085365378,2.88246223517845,2.7447075372624,1.1052408976056,1.05781541587042,1.09830230561761,2.84276646701874,2.8643513923657,2.74542291958823,2.71540726802307,2.6721424172,2.72480270873625
"Rbl1",3.29150499599113,3.27506853574133,3.27045693217863,2.28653155259879,2.205323995414,2.09644567000736,3.37452017152636,3.42018548687185,3.21634279611172,3.20197144029226,3.21729129042746,3.23797591280698
"Rgs2",3.96163364368042,3.78645195148329,3.83416805647197,2.68286228145542,2.38368605875885,2.50930866213663,3.8796516585955,4.04450409366201,3.93815043942524,4.02941657696731,4.02107143952434,3.86823732523526
"Rrm1",3.60618649714394,3.65930584846017,3.53364926472385,2.41621094330319,2.11528445893371,2.22853393186746,3.69277167477938,3.70768412991724,3.55879559245898,3.59445408189452,3.53497924331691,3.56816175055416
"Rrm2",4.03230925450474,4.08501745197733,4.04569243845004,1.42656220399183,1.36602004393146,1.37176011915196,4.11198442153972,4.20838106837926,4.0490805115146,4.09231046504936,4.0371999909799,4.06478956236546
"S100a8",2.47115171047212,2.49558653767071,2.35748521201466,4.18254143626671,4.19068399528184,4.18479500926023,2.34485655477522,2.43925542104522,2.40123554235632,2.01021427067453,1.93050002980336,1.97419038661748
"Saa3",3.53871690256527,3.60988151158186,3.67283694955007,2.00633988914132,2.06009875955582,1.78884058056874,3.23389227620824,3.28063844548338,3.06374624113938,2.44305262900475,2.50857920899237,2.39101689791276
"Scd1",3.36665814981996,3.42771592117744,3.2547000078378,1.82301207868693,1.34724940216167,1.41340344110962,3.47732462505098,3.42350826659248,3.35264809139417,3.32024766721903,3.32640028346162,3.30398230409971
"Ccl3",4.19302174834161,4.17024552413339,4.14148834928381,3.00123303078311,3.13749519950523,3.11583077856565,4.27464125343991,4.28063949484929,4.08835699706272,4.14172032229047,4.15956111222913,4.16965747559405
"Ccl7",3.85743622154469,4.03032802487348,3.81652978278064,4.55584234215498,4.63402918559198,4.64285589432557,4.02477771340799,3.85258126615915,3.61620048482993,3.54824878080213,3.56008028101347,3.71750573464517
"Cxcl2",3.80286818556228,3.94394514979196,3.89427434965364,4.51203465577759,4.65786832871369,4.65058179153382,3.6947155036542,3.63379364720567,3.51116706395129,3.42166220657421,3.38607956629847,3.4216315729117
"Shcbp1",3.38770496443768,3.34888806350541,3.39115249667046,1.49295511000081,1.46043913796353,1.24274641367212,3.47405092443458,3.53136481481774,3.29471516992119,3.45202126700178,3.36913182902644,3.34629074748112
"Stil",2.10753374292249,2.14512280841991,2.10512483928171,0.749340968207795,0.996959713065219,0.98359598253987,2.26633921397371,2.35384676546631,2.05347136267553,2.09317597746693,2.12877688552675,2.01877958595571
"Slc2a3",2.5757826079634,2.69337869667921,2.70852953612194,1.07654454974046,0.820346061301436,0.938135269868721,2.81173200160369,2.75326852050067,2.68220048278302,2.83712189552412,2.79667022895731,2.70898390819708
"Slc7a5",2.88624319483624,2.81867869267083,2.91362601707145,1.17170754707533,1.11035251562823,1.39487832198518,3.12072680656307,3.04336296950146,2.86617367085945,3.05487737411976,3.06204692828444,2.94223273168048
"Slpi",2.7260220662435,2.90569688666575,2.81637356125423,4.45032085115887,4.45041536786808,4.45349679521733,2.6146352688641,2.65440588133747,2.56694094489164,2.32556600834201,2.12325689054201,2.18681283403147
"Sorl1",1.72953197683213,1.52617453193078,1.78713053957716,3.13690907684903,3.09598800833535,3.03199947148597,1.78543405300719,1.67717557628866,1.84183887705527,1.6539669331737,1.66794081306773,1.5984429588177
"Serpinb6b",2.60202893582079,2.5386584795785,2.65256921354753,1.17121828070589,1.32628470396254,1.19699953494163,2.78771879205343,2.66349075651691,2.64023079579949,2.81441614389734,2.68464434721289,2.6058065269047
"Serpinb8",2.01507175057504,2.14337462184802,2.0192530909868,3.24329695750863,3.34335652582224,3.31806521822594,2.00298891250917,1.90860673962464,1.73078679866261,1.69962581255124,1.94409538306523,1.60271445388142
"Scarb1",3.21879438701359,3.19659878099539,3.20096013501953,1.82479082827361,1.79214446781138,1.80540017639874,3.35509680441308,3.28542326471693,3.17862272823064,3.15859830599366,3.27158065682459,3.19266302176631
"Kntc1",2.67828760796864,2.76648362836919,2.70039219849649,1.18954631327425,1.50608957977817,1.51572327486895,2.79159721280829,2.88144641211067,2.71950915906617,2.7096836576668,2.70293030871394,2.71206915471308
"Plk4",2.95771649016161,2.92561378077876,3.01457385176294,1.49432826100115,1.4173048815921,1.64890930369344,3.15164364671364,3.13393566609314,2.98147780383667,2.91898031441612,3.00932173814052,2.80693181151221
"Aurkb",3.01272634632207,2.99155130788209,3.15164243482784,1.74336213497865,1.56641896606217,1.54218856587269,3.19032121526178,3.06524612142251,2.94608981111082,2.95474272882393,3.04791654095821,2.96742229591996
"Bhlhe40",2.89114777845109,2.43113559128004,2.79035764858412,3.71671698535472,3.86623433114078,3.82618110042904,2.57997850421576,2.88149941773224,2.76486054099464,2.77733910245455,2.797555588404,2.45585651395492
"Gan",1.3809302040853,1.45745320659726,1.40843981334529,2.41498012386867,2.32029168991996,2.22470303446849,1.22840391009843,1.20867838223768,1.30740168199482,1.34843821497694,1.23106415207781,1.1508449121179
"Sdc1",1.06976597335602,1.23994890084849,1.15308182795944,2.89408656537573,3.02124588934913,3.02912469922556,1.37465879480909,1.29297488306023,1.09018998677917,1.13366543523822,1.09663099467661,1.04474060249318
"Wwc1",0.980350769636314,1.02168990044057,1.25032063475436,2.54576479913884,2.29234520266578,2.28341704866955,1.14852519180102,1.24123263143565,1.15367599258016,1.03870073210829,0.913156783281705,1.21762094384491
"Mgst2",1.00798746214997,0.917379627698193,0.995683919061351,3.34786400513717,3.26180208126859,3.36112560028562,1.0864234563551,1.09165075376362,0.989197618999395,1.06242200622994,1.18321194523803,0.976743689159336
"Arap2",2.66942033369862,2.68426076590306,2.59965406259354,1.05452870222298,1.37288186266965,1.41738790007637,2.71736499833968,2.72058225640268,2.69991208069689,2.80087090047138,2.74933349709773,2.90030986165446
"Sh3bgrl2",2.82787384976386,2.84088311050287,2.87738491399156,3.83056649301467,4.04431758841288,4.04459251666844,2.96223844005958,2.90830401409187,2.71513716958623,2.64181945705145,2.64767826273636,2.50856175854934
"Tifab",2.48530623888917,2.64073401378257,2.46010030538343,3.3243961937733,3.55232791495743,3.58315806885693,2.71052425707067,2.52219321280359,2.42318160908193,2.49953447777042,2.4303487243912,2.42124916984694
"Ifitm6",3.45799164112147,3.49890438990609,3.40921940457816,5.13763053482106,5.2657756096789,5.25855262106202,3.43325844867603,3.4273302493231,3.23360410771702,3.2001702606557,3.27834014688647,3.32670464862875
"Tacc3",3.1075244848948,3.02757104849192,3.00738155495535,1.68084242370741,1.65921087237999,1.68936559679309,3.18784397611965,3.11860092994982,3.08237407062884,3.07769934888813,3.00886251583865,2.88626270079145
"Fnbp1l",3.09205352816576,3.04521635506912,3.07789629068618,1.91457005625666,1.78770908318222,1.96791852710791,3.16255257632749,3.148688235132,3.00243874889522,3.07883537167083,3.10142619263953,3.11770982216355
"Cgas",2.42845189553247,2.44843166658637,2.41755348509917,1.3332169843971,1.19154558201921,1.17188186176579,2.37443244237822,2.44032574947673,2.39053858933082,2.34759334001579,2.34234293147624,2.34237920871326
"Neurl3",1.92619617554075,1.89763135986421,1.79583055090063,2.77634199020906,3.00971492978917,2.93700650549052,1.99354475732874,1.83255006515531,1.7395731072531,1.80348650209208,1.72012177632562,1.85254487864692
"Sema6d",1.27050286282556,1.22523197793433,1.07735481272992,2.35599861954534,2.20196620995538,2.26745675858198,1.16883422730073,1.21695126167209,0.997707295253922,1.1041060205072,1.09560641881646,1.00777994924663
"Ncaph",2.938772031256,2.94223212950611,2.95179327454361,1.83252598190122,1.6018404265579,1.65885619953298,3.08250482907391,3.11504995496217,2.98407455057203,2.89727936365709,2.86879128129125,2.99366405716072
"Phlda1",0.913873330907386,1.19092329651263,1.03593886676138,2.31497076838351,2.17040623020441,2.04993336483467,1.24919247323432,1.13969948002237,1.01952966482711,0.966155306886267,1.00306772867808,1.08731327427245
"Kdm6b",2.02620262236061,1.83546518717489,1.81027837421221,3.00933536571075,3.01760652609042,3.03998736404306,2.04116294896762,1.89042911853514,1.81098982843995,1.87439925972824,1.83471239657194,2.13377110920691
"Stac2",1.57600024410959,1.62996577971241,1.87864930102972,2.7187956329753,2.65566402336188,2.6737113291873,1.6954640420365,1.5562014703155,1.46935651083244,1.6877198409254,1.38703768191891,1.74607559054903
"Nr1d1",1.32085062106196,1.23151544275121,1.3132886019139,2.32603206158389,2.46612866403468,2.43209839950468,1.30004818790651,1.4271751921371,1.4058477991414,1.36316347346735,1.19635873475483,1.2407593568835
"Mis18bp1",3.00934509165632,3.06475053862688,2.96886662019821,1.44005787533904,1.74624187133685,1.79551622637523,3.13108989291077,3.20936705609216,3.06177319542301,3.03420004804561,2.92494690181437,2.95081862832265
"Sipa1l1",1.55512457821686,1.50968424278902,1.50897990542429,2.84339881566378,2.69661184359394,2.80247981361573,1.76869665871873,1.67558072196519,1.63719035188624,1.34507219881569,1.55879619802727,1.54691588660511
"Tgfbi",3.53013427639899,3.59008163551179,3.53482084823056,4.76889965782222,4.85481010366533,4.87643753193126,3.71826322772026,3.62802057279246,3.5493854255393,3.5203308304019,3.51769933322842,3.66429301188699
"Tgm2",2.96612336069423,2.93924098261243,3.05616333747983,4.51235690610399,4.67414344166166,4.65490348238119,2.97765636271011,2.87333130615419,2.75229770534993,2.73893072805302,2.7159030372096,2.79237315041169
"Timeless",2.36078183078347,2.48836974431103,2.3790373843212,0.920152214622395,0.938842971327515,0.808963944681623,2.54994240948054,2.62871229214218,2.35675932368034,2.24973937444454,2.18903518727277,2.28972651758359
"Tk1",3.37268112647342,3.44293206072602,3.42141804949682,1.27651695086819,1.40951984879788,1.23078305580973,3.56405701844637,3.50785507230523,3.3972077358122,3.38060940248172,3.35080001142857,3.36355672189312
"Dlgap5",2.96011279003556,2.86540018928435,2.82450915413878,1.73807575666677,1.6867409992417,1.73529770922605,3.00181876921616,2.92871186743588,2.95836866464227,2.78508935087096,2.81963514766656,2.87728535071228
"Tmpo",3.9229142948091,3.95700199681506,3.95703993926258,2.42400876406643,2.48855108842064,2.47775933400551,4.17600013046988,4.12447169216022,3.95157341755358,3.97595981392487,3.94631666060047,3.93595388373669
"Top2a",4.10873343261565,4.11584332348163,4.07868077386745,2.26938996634342,2.38128391744815,2.46862152518367,4.27183300388472,4.21648066239291,4.11970557243315,4.12485558742451,4.12337102128241,4.12175458565024
"Ttk",2.96066604644267,3.04456826613949,2.95551655783145,1.14100862245892,0.946498382254339,1.0253013528121,3.14370051142601,3.12888108882487,2.9890726883278,2.96735889165547,2.94068380969538,2.98999440408153
"Ugcg",1.51008888088788,1.78518278042791,1.8372684467585,2.76536877172772,2.91329635938912,2.83653354965059,1.90297413176608,1.91688438399722,1.60750362451289,1.81661422910886,1.92130501285011,1.59071230610722
"Ung",2.00861783899735,2.1245813409124,2.16094903154562,1.06931474753585,1.1322327629988,0.693555359832628,2.21656694177235,2.13727511069755,2.05921254902287,2.06329972636547,2.02478220667018,1.97659854936485
"Upp1",1.00355341737652,0.966507502755633,1.0723616116706,2.3914262576115,2.16604906111356,2.31777212437785,1.12452340389273,1.07106395192405,0.891819647979616,0.988300009785238,0.92590656702099,0.736361942942255
"Vegfa",1.55244561209885,1.30905948930148,1.43298554440401,2.68891705182222,2.77022987278012,2.7509928771855,1.4240737351379,1.47577869111751,1.42510542706845,1.3615302301758,1.27014624313537,1.28242038388109
"Gramd4",1.25645518987481,1.24068940305204,1.09631907473099,2.12808349767641,2.3390371445487,2.32574738665056,1.24897142969978,1.26751276317307,1.07717804088444,1.08491904766723,1.31781530177518,1.12661137578724
"Fam43a",1.32085062106196,1.26148570743785,1.33270468268704,2.49796627427838,2.51910515020198,2.56743337903693,1.13683268605879,1.49891873151551,1.09723673330943,1.14145085256924,1.19910484732029,1.31085914005078
"Cip2a",2.42121927805395,2.45741408522426,2.42310070622764,1.23171708682362,1.22284541193144,1.55902491503756,2.57613200616963,2.60504866726668,2.32154069280789,2.53416350689774,2.52150434041621,2.47901180821432
"Haus1",3.17814035374962,3.16443341301396,3.14071025395175,1.92948755215398,1.92231072921395,1.96520509901407,3.18481736171962,3.29873916672415,3.15433069171473,3.07901988225465,3.1050199548966,3.16961978289607
"Atrnl1",1.564023664924,1.87830677446439,1.79432414303361,2.68157054485963,2.52941742643575,2.60401969441288,1.69771777324956,1.70274997492463,1.60677596971314,1.59057673306634,1.63343259965298,1.29541789932531
"Zranb3",3.25293372041875,3.29342068790945,3.27831950934118,1.83723908265676,1.74358695300174,1.61214871944288,3.31835811461817,3.35050211731017,3.14356098602014,3.29117809721339,3.18010015165399,3.20894401235194
"Cytip",2.45645040602966,2.50462146453313,2.54385434389611,4.28898666392975,4.3939446548278,4.40843900279925,2.75629025720326,2.54913937193149,2.46224047245742,2.6232000492051,2.60222994536413,2.67156304627685
"Cenpe",2.99315315633503,2.97143420876392,2.97405164979954,1.33632801037846,1.21592141848784,1.05065815001604,3.10693893713654,3.0401823671916,3.02788373397969,3.02371569248622,2.93283967989942,2.91147722241764
"Usp1",2.88968954472693,2.85776119599267,2.88301698148886,1.74046811727982,1.79240483376251,1.83608914853854,3.05747250875551,2.96290557143997,2.80962875141624,2.84597873775124,2.90424481617367,2.87209506417578
"Samd11",0.90722897254904,1.17926578518823,1.17229773546665,2.68819325641174,2.24096394211935,2.33443035458802,0.927073710514318,0.978491399742228,0.857694769942882,1.00704978145506,0.938769246474337,0.969125595656669
"Sel1l3",1.76218732992623,1.67585958059081,1.83053082895398,2.93244746995141,3.17862688581797,3.20871661771589,1.93246518175133,1.66857563556315,1.63942720962851,1.72908273075183,1.77363831231946,1.69583680099076
"Tmem119",1.23887504431993,1.07781135980449,1.02441582365744,2.20922883124586,1.87531263250315,2.16422095465519,0.987878918935876,0.810310125906268,1.12498293343324,1.01519823137849,1.09228395825801,1.03993280189255
"Pilra",2.72122282496005,2.86105113047187,2.77979059430886,3.62485121862764,3.60952743792062,3.65111046798406,2.61929245574183,2.64639528940556,2.3725387317851,2.24742469338023,2.24587695943661,2.22802672762653
"Prc1",3.39907904116417,3.36992243104408,3.38314003529998,1.9148098987433,1.94627323184387,1.97213697044703,3.54900335299032,3.50669117816866,3.44278164996958,3.33859342280189,3.4285942233312,3.34937283971568
"Hirip3",2.76803991418446,2.79512967683813,2.77206704868446,1.22044087919648,1.40375066349877,1.42192051848847,2.94642238218356,2.97810281876665,2.79623108374497,2.83018337929598,2.8577792184555,2.73467720068281
"Dmxl2",2.0557037499708,2.11608610490021,2.36512590866488,3.55418660946085,3.68579773377702,3.72159133727938,2.22099156165911,2.22757479806801,2.0001810301253,2.04948573439544,1.98038370384746,2.06646709295532
"Cd109",2.27585250253088,2.29092118830875,2.04426059775838,1.34838763385781,1.40643702790377,1.40199463806521,2.46171316525167,2.46553504171517,2.31467802181529,2.48018080746986,2.48414678196215,2.36022951529279
"Phgdh",2.93829127269294,2.94210618594211,2.87775650948149,0.887593296045029,1.00627983538623,0.951626427442155,3.12338781884822,3.2437293413623,3.15268796868127,3.16692136017953,3.13548816882028,3.04096997803515
"Ints6l",2.71424073422694,2.67156772967773,2.77826090177805,1.36845858882231,1.82745129268328,1.68012458315443,2.71809819522368,2.88778128776034,2.81586184627788,2.63653215411909,2.68156787812977,2.7162755549945
"Ercc6l",2.74948646397819,2.76767982790329,2.87240397950955,1.49633628397445,1.50410069144781,1.47283844537105,2.94991398172249,2.8640974832574,2.74923899320135,2.8755149578657,2.75758339060442,2.82910168310508
"Slfn9",2.81449431975815,2.81771137621669,2.70992280850551,1.51352712360188,1.16598366187387,1.40533699043114,2.85120284434898,2.8313815446669,2.80946025335596,2.7456932761049,2.7898827776528,2.74183276464999
"Dock4",1.29724611787439,1.27170320577831,1.344464519071,2.39031147427664,2.51332476724205,2.46525839386782,1.44462445680949,1.4662236771545,0.981099215653667,1.23420917813887,1.28916522521873,1.28117385460891
"Cdc6",2.32585032776194,2.35368113409924,2.29660646292303,0.93151412609722,1.13680265922226,1.14815167628868,2.50151637739051,2.43533882664751,2.21375567920954,2.35588152478713,2.18926570894178,2.27817045602251
"Nt5e",1.29454997056836,1.07576059978464,1.20740148485421,2.47322471131716,2.66433871251334,2.72028860335729,1.17824232416643,0.994714417323083,1.33191945628814,1.13571428051548,1.02822046125153,1.05933233669843
"Rasgrp3",2.76845465338364,2.79688114350565,2.68435939295891,1.02014186809008,0.914528007009263,0.938405287280922,2.88562955876261,2.87710541290227,2.71802221598747,2.88623782197,2.90424481617367,2.9505900406212
"Kif20b",2.2161940749121,2.13076823143883,2.21730983031569,0.629387507018106,0.567101642602605,1.04940033140494,2.32342122989028,2.41210865359513,2.20002425440641,2.21371603747702,2.21936233248035,2.1186393200181
